id,unique_id,nickname,signature,verified,num_following,num_followers,num_videos,num_likes,createtime,scraping_status
6777695718057821186,alatkesehatanku,AlatKesehatanku,SOLUSI LENGKAP UNTUK RUMAH & KLINIK 🩺 TERSEDIA : SARUNG TANGAN • MASKER MEDIS,false,69,3835,336,22100,2020-01-03T12:40:56.000000+0000,Public
"",albina1463,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7028533024137495553,aldytaher69,𝐕𝐎𝐆𝐀𝐑,"",false,2160,759,67,735,2021-11-09T11:37:47.000000+0000,Public
"",alexander839kf,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6943726546226873346,aliegafahmiwrkdr,Doktergigidesa,"",false,100,6071,11,1400000,2021-03-25T22:45:21.000000+0000,Public
7400022119075677189,alifperatama84,𝕋𝕦𝕒𝕟 𝕞𝕦𝕕𝕒,"📌, untuk menghibur orang ☺️🤗 ⬇️ ⬇️ ☑️Terimakasih banyak orang² baik sudah mendukung saya sejauh ini ☺️☺️",false,25,31000,531,452000,2024-08-06T13:45:13.000000+0000,Public
6645562619456438273,aliphildan,Doklip✨ | Alip Hildan,📍JKT Doklip dari universe lain🤸🏻‍♂️🪐 kadang dokter kadang pasien,false,250,408100,1066,35700000,2019-01-12T10:57:02.000000+0000,Public
6787626300091991042,alodokter.id,Alodokter,"Chat Bersama Dokter, Respons Cepat Jawaban Akurat. Download Alodokter Sekarang!",true,1,486700,676,2200000,2020-01-30T06:56:40.000000+0000,Public
"",alvinhartantofit,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6763121762642854914,alyaawinata,dr. alya winata✨,Medical Doctor🩺 click link for business inq📮,false,555,10000,326,952400,2019-11-25T06:06:33.000000+0000,Public
6809575424701629446,amatistadentalgroup,Amatista Dental Group,Smile Design| Full reconstruction 10+cities • 3 countries 🇲🇽🇩🇴🇨🇴 In-house lab • 30k+ patients ⬇️FREE ONLINE CONSULTATION📲,false,6021,193100,1303,397000,2020-03-29T10:30:29.000000+0000,Public
54818206489546752,amberdokter,Amber Dokter,👩‍⚕️ Dokter is mijn achternaam 👀 Onder toezicht CvdM 📧 amber@zeth.nl,false,133,805100,807,43800000,1970-05-28T17:22:38.000000+0000,Public
7617151591581713426,amhstorekesehatanmu,𝗞𝗲𝘀𝗲𝗵𝗮𝘁𝗮𝗻𝗠𝘂,"Produk herbal berkualitas untuk kesehatanMu. ✔️ BPOM & Halal ✔️ Efektif & Cepat ✔️ Promo & gratis ongkir Stok terbatas, buruan checkout!👇 🛒",false,133,1127,351,8321,2026-03-14T16:38:27.000000+0000,Public
7491583970334082055,ammar.fawwas8,🗿dokter sawit dan protokol🗿,"i love you Poppy playtime,btw maaf jarang upload karena gak tau mau ngonten apa dan lebih suka ke akun lain ☺️",false,358,562,22,4050,2025-04-10T07:31:57.000000+0000,Public
7345015823083504646,amuridentalclinic,amuridentalclinic,Operasional Hari Senin-Sabtu (Minggu Tutup) 🕐10.00-20.00 WITA 📍Kota MAKASSAR & Kab.GOWA  📍Sulawesi Selatan  ✅KONSULTASI GRATIS (Klik Link WA)👇🏻,false,18,14000,638,610700,2024-03-11T08:12:41.000000+0000,Public
7410306126975255558,anak.darana.herma,_Bismillah🤲🏽,"",false,578,146,61,783,2024-09-03T06:52:25.000000+0000,Public
7149484833563493377,anak.kesehatan,anak kesehatan,*menerima mahasiswa/ i baru  LANGSUNG DM DI IG 🙏 IG @anak.kesehatan,false,191,49800,1427,382900,2022-10-01T10:12:35.000000+0000,Public
6871800569410421762,anakdokteroetama,《RX.24》,"""i fear no evil. "" pslm 23 :4",false,874,125,12,139,2020-09-13T02:55:49.000000+0000,Public
7022294288265266178,anakleweng595,DOKTER,"",false,13,458,49,3561,2021-10-23T16:08:19.000000+0000,Public
6777380478723851270,anaklo25,خلودي25 | KLOoODE25,N💍  Youtuber +4M | K25@powr.sa +966 58 232 7503,true,226,701500,97,3300000,2020-01-02T16:17:39.000000+0000,Public
7146918600397407233,anaknyadokter2010,anaknyadokter,Calon anak UI @FKUI  My IG is here https://www.instagram.com/anaknyadokter?igsh=cnQxczJidTduNnF0,false,949,280,31,55400,2022-09-24T12:14:17.000000+0000,Public
"",anakohler,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6971053956186293250,anakpertamadanterakhir29,wonderwoman,ig:i.am.taniiiiaaaaaa,false,213,1905,25,8510,2021-06-07T14:09:39.000000+0000,Public
6819502026071852034,analisa.widyaningrum,Analisa | Psychologist,Psychologist CEO @apdcindonesia  Instagram : @analisa.widyaningrum,false,1,395400,253,3100000,2020-04-25T04:30:46.000000+0000,Public
6778138869445690369,ananzaprili,"Ananza, Psikolog",Bantu km jadi versi terbaik diri sendiri✨ Self-Dev | Psychology | Lifestyle,true,633,804900,223,34400000,2020-01-04T17:20:35.000000+0000,Public
6783947811740271617,andreadianbimo,AndreaDianBimo,"Fitness & Lifestyle | NASM Coach Move stronger, feel better 🫶",true,72,809900,432,14400000,2020-01-20T09:02:15.000000+0000,Public
"",andrepratama_id,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7616450870100493320,andrianasusanti1,Anti-Dokter Anak,Dokter Anak di Kabupaten Takalar Klinik Qayyun Takalar  RS Maryam Citra Medika Takalar  RSUD HPDN Takalar  Dokter anak and Mom.....,false,64,738,25,1615,2026-03-12T19:19:18.000000+0000,Public
7167173571977724934,anekakoyosehat,edukasikesehatan,"",false,1,33,16,176,2022-11-18T02:13:55.000000+0000,Public
6782175634431198210,angeliacd,dr.angelia,Q and A di IG aja :  dr.angeliacd,false,27,390700,374,7100000,2020-01-15T14:25:18.000000+0000,Public
7547523556038247425,anggoro4793,Anggoro Dokter Hewan PPL,"",false,1080,1020,1,15,2025-09-08T01:26:07.000000+0000,Public
6623723191616815106,angrekbaru,dokter,"",false,17,37,25,37,2018-11-14T14:28:54.000000+0000,Public
6932784014043874306,antonagustian99,dokter hewan✓,"",false,55,778,1,31,2021-02-24T11:02:44.000000+0000,Public
6971807907365028869,aprokodoctor,Aproko Doctor,The doctor that speaks your language,true,668,2600000,1439,74500000,2021-06-09T14:55:22.000000+0000,Public
"",apt.,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7208234869032797211,apt.dinda,dinduy,"hi! masuk sini? harus positive vibes, oghe!",false,1,7,1,8,2023-03-08T17:52:44.000000+0000,Public
6962322831908668422,apt.wildan,apt.Wildan Hilmi,-Registered Apothecary -Lyricist,false,87,1198,25,1510,2021-05-15T01:28:26.000000+0000,Public
"",apt_rahmad,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6619555618519924738,arahvirtucio,Doc Arah,🩺Veterinarian🐾 🏥FIVE PAWS VETERINARY CLINIC👩🏻‍⚕️ ✨vetmed | pet health | lifestyle✨,true,565,424800,936,7400000,2018-11-03T08:56:35.000000+0000,Public
"",ardhimohamad,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",arimbinovitasari29,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7156166190934901762,asakesehatan.id,Asa Kesehatan,Follow untuk GRATIS KONSULTASI kesehatan !  Produk rekomendasi OFFICAL 👇👇👇,false,40,78200,1954,1200000,2022-10-19T10:19:40.000000+0000,Public
6750970232870978561,asiyahhauraz,sisi,'02  Social Media Inquiries: +62817210988 DM for collabs,false,146,176100,448,12200000,2019-10-23T12:12:24.000000+0000,Public
7028473713872241665,asma_dental,Klinik Pergigian Asma,"1425781-T 📍Kota Tinggi, Johor Braces | Whitening | Denture | Crown | Xray",false,70,11000,341,128000,2021-11-09T07:47:38.000000+0000,Public
7067008241251025947,asyifa.dental,Dokter Gigi Sampit,Dokter Gigi Sampit Jum'at-Rabu: 08.00-20.30 Kamis: 10.00-14.00 WA 089699678207 Alamat : Jl. Sukabumi No. 50-60 Sampit Kalimantan Tengah,false,43,4651,31,5403,2022-02-21T04:01:17.000000+0000,Public
"",atishiya2,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6781458999520936961,attarischaa,"Agata IP, M.Psi., Psikolog",#belajar1hal psikologi | relationship | mental health | self-dev | Pesan buku saya ⬇️,false,198,383000,1618,12800000,2020-01-13T16:04:23.000000+0000,Public
6776992777324659714,aymanalts,Ayman Alatas,dr. Ayman Alatas Sp.MK Skin and Gut Microbiome expert,true,345,2000000,4191,183900000,2020-01-01T15:13:10.000000+0000,Public
6787593174028174337,ayosehat.kemkes,Ayo Sehat Kemenkes RI,Akun TikTok Tempatnya Informasi Kesehatan Kemenkes RI,true,155,26500,362,132900,2020-01-30T04:48:07.000000+0000,Public
7035614166808314907,azakipimpleclinic,Azaki Pimple Clinic,"Dermatologists ACNE, ACNE SCARS, MARKS Effective online consult Budget friendly",false,0,304800,912,2800000,2021-11-28T13:36:14.000000+0000,Public
"",bacotanmandor,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7451820883314918407,badangizinasional.ri,badangizinasional.ri,Akun resmi Badan Gizi Nasional Republik Indonesia,true,2,126100,469,561900,2024-12-24T03:50:52.000000+0000,Public
6915584014389396482,baga241tiktok.com,DOKTER,"",false,1176,800,16,143,2021-01-09T02:37:57.000000+0000,Public
7287471682343306245,bang.ndraha,DOKTER,"",false,3405,812,132,1819,2023-10-08T06:32:02.000000+0000,Public
6936696308749403138,bapakdokterkulit,"dr. Rafdi Ahmed, SpDVE","Bapak-bapak dermatologist, bukan pengurus RT Dokternya santai, edukasinya bener.",false,7,11,1,24,2021-03-07T00:04:26.000000+0000,Public
6741203568637936641,barantinri,Badan Karantina Indonesia,"Official Tiktok Badan Karantina Indonesia, WA: linktr.ee/badankarantinaindonesia",true,52,7590,790,82800,2019-09-27T04:32:45.000000+0000,Public
6823840086816228358,beachgem10,Beachgem10,"Mom of 4. Peds ER doc. DrBeachgem@underscoretalent.com PO Box 57 St. Pete, FL 33731 Views are my own",true,2878,2700000,2518,95100000,2020-05-06T21:04:39.000000+0000,Public
7060389203028608001,bektimd,DokterDesa🩺👨‍🌾,New mom ngurus newborn🤰👶🏻 Senang belanja perabotan rumah ❤️‍🔥 Seorang dokter 🩺💊,false,5638,46500,3311,194600,2022-02-03T07:56:02.000000+0000,Public
"",belajar.psikologi,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7150774844061352987,ben_edumedic,Dokter Ben,"dr. Ben 'Dokter Ben' Mengambil Aksi Untuk Pelosok Negeri (Tugsus Sangat Terpencil '25 & Iship DTPK'24) @Kementerian Kesehatan RI Bercerita, berbagi, bertindak",false,355,6918,643,536500,2022-10-04T21:38:29.000000+0000,Public
7490394707937149957,betoelbotiquin,Beto EL Botiquín 👨🏻‍⚕️,👨🏻‍⚕️ Enfermero Especialista 🎙️ Podcast: @betoelenfermero ❤️ Principal: @Beto eL Enfermero 👨🏻‍⚕️ @Beto El Enfermo1 👨🏻‍⚕️   👇 Episodio más reciente,false,259,43900,1289,604800,2025-04-07T02:37:01.000000+0000,Public
7264590986189177862,bgsadikin,Budi Gunadi Sadikin,Menteri Kesehatan Republik Indonesia,true,0,317900,458,5300000,2023-08-07T14:43:15.000000+0000,Public
7436331743753225262,bhfjrdqa5sj,Dokter Kulit Indonesia,"",false,0,6017,204,29600,2024-11-12T10:05:06.000000+0000,Public
"",bi9bos,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6588963822694334466,bicara.kesehatan,BicaraKesehatan,"",false,26,57300,203,473900,2018-08-12T22:24:47.000000+0000,Public
7014093221744477186,bicaraasikecil,Bicarasikecil (Dokter Anak),Solusi Tumbuh Kembang Si Kecil 👶🏻❤️ 📍SOLO Klinik @Klinik Anak Kids First,false,313,1700000,780,15100000,2021-10-01T13:43:59.000000+0000,Public
"",bicarasehat,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6914585217311409154,binsyam_8,Dokter Hewan Pulang Kampung,drh. Bagus Syetiawan,false,69,3338,4,356,2021-01-06T10:02:06.000000+0000,Public
"",bobbyida,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",bosanhidup_6,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7482081101696074760,botolku.story,Botolku_SetiapTegukAdaCerita,Botolku 'Setiap Teguk Ada Cerita' 🗣️Menerima Pesanan 📲0821.6690.4480 📍Palembang,false,5,49,1,190,2025-03-15T16:55:58.000000+0000,Public
6902232548199810049,bpjskesehatan_ri,BPJS KESEHATAN RI OFFICIAL,"""Dengan Gotong Royong, Semua Tertolong""  #BPJSKesehatan #BPJSKita",true,15,332900,1003,1200000,2020-12-04T03:07:26.000000+0000,Public
6950259953887069186,bpk.ri,Badan Pemeriksa Keuangan,Akuntabilitas untuk semua!,false,28,24100,367,79700,2021-04-12T13:18:18.000000+0000,Public
"",brand.g32,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6891782465762345986,brighty.id,Brighty Indonesia,Your Whole Body Deserves To Glow✨ #BeBrightWithBrighty BPOM | Dermatology Tested,true,650,430300,2392,3800000,2020-11-05T23:15:47.000000+0000,Public
6740851857205789698,brin_indonesia,BRIN,Akun Resmi Badan Riset dan Inovasi Nasional Republik Indonesia,true,49,28300,1029,217800,2019-09-26T05:47:56.000000+0000,Public
"",bs.boy39,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",budi.dorem,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",buge.samadi,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7171347784238466074,bukan.dokter.hewan,La Tondha,No bio yet,false,325,22100,124,156900,2022-11-29T08:12:00.000000+0000,Public
6577685148195930113,bukandoktercinta_,Bukandoktercinta,❤️ dokdin ❤️ trainer filler&thread  💉Health 🏥Aesthetics 👩‍⚕️Sex 🩺Anti Aging,false,222,2600000,1742,33200000,2018-07-13T12:57:46.000000+0000,Public
"",bukandoktercintaa,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6704737033636119553,bukandoktertiktok,MedicalBruder👨‍⚕️,Health|Relationship|Sex Bantu masyarakat hidup Sehat⬇️,false,108,191700,414,2500000,2019-06-20T22:03:59.000000+0000,Public
7276663750769001477,buku.edukasi4,BUKU EDUKASI,"",false,32,115100,20000,1800000,2023-09-09T03:31:44.000000+0000,Public
"",bulansuci041,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7262943570063426565,bunda.rahayuu,kesehatan dan kecantikan,Solusi Tubuh Sehat ✨ 👇cek disini👇,false,4,68100,2176,541700,2023-08-03T04:10:26.000000+0000,Public
6949505374865294341,bundakamaray,Bunda Kamaray,"Channel Youtube  bunda Kamaray ,Etkamarara",false,39,347800,10800,2400000,2021-04-10T12:30:09.000000+0000,Public
6921752334226785281,by.fransiscaudrey,fransiscaudrey | anak kesmas✨,Public Health • Career • Mindset 🎬 Freelance video editor & graphic designer — DM for collab IG: @by.fransiscaudrey Catatan Kesmas:,false,551,3101,145,73100,2021-01-25T17:34:11.000000+0000,Public
6601071155392643074,byancalau,dr. Byanca Lau,Dokter Manusia Yang hobi Naik Kuda🐴🥰❤️ Business inquiries: WA: 0877-8558-9252 (Kak Rare),true,2314,222200,288,2700000,2018-09-14T13:27:25.000000+0000,Public
"",bydrgfisa,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7239242831096939526,bydrshiba.ph,Dr. Shiba & Prof. Bengal,🐶 all-around dog care for your furry friend 🐾 follow my bff: @Prof. Bengal ✨,true,116,152900,807,814100,2023-05-31T07:19:27.000000+0000,Public
7346467854303396866,bydrshiba.th,Dr Shiba TH,🍪 อาหารเสริมในรูปแบบขนม 🔬 ทดสอบในห้องปฏิบัติการที่เยอรมัน 🌱 ปลอดภัย ยั่งยืน,false,31,38300,523,218700,2024-03-15T06:07:19.000000+0000,Public
7041462753366049818,byzoeskincare,Byzoe,Byzoe Official Store 🥇No.1 Basic Skincare TikTok🥇 100% Produk Lokal Indonesia,false,173,797600,10500,10400000,2021-12-14T07:51:45.000000+0000,Public
7421116405082702854,cak.sam51,Cak Sam dokter hewan,Dokter Hewan Muhammad Samsuddin,false,4184,10700,1795,121500,2024-10-02T10:01:49.000000+0000,Public
7059699800832754689,caksam201,PAK SAM DOKTER HEWAN,konten tentang kesehatan ternak  sapi,false,1296,1248,198,8444,2022-02-01T11:20:48.000000+0000,Public
"",callista_argentina,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",calondoktergigi31,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6599773433499664386,calondokterhewan,MAZ ALIF,Part Time Traveller VetStudent'22 Airlangga University,false,364,596,69,22200,2018-09-11T01:31:36.000000+0000,Public
7109450592091554817,calondokterhewantiktok,Calon Dokter,Akun Utama @Inerchild,false,11,5895,21,53200,2022-06-15T12:59:17.000000+0000,Public
7230175413561000966,calonvet,Calon dokter hewan,Calon Dokter Hewan 🩺 Edukasi seputar hewan & kesehatan veteriner.,false,35,1007,28,903600,2023-05-06T20:53:15.000000+0000,Public
"",cantikawidjaja,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",casild7,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",cebotari.vica,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6728413278068655105,cecepkhoeruman,kesehatan kulit,"maaf ya sebelum nya, kalau vidio gak ada keranjang kuning nya coba cek bio klik tautan🙏",false,817,3273,427,23900,2019-08-23T17:19:54.000000+0000,Public
"",cerita_anak_indonesia,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7156176438206858266,ceritadok,dr. Gusti | Edukasi Kesehatan,Siang Live @RS Happy Land Medical Centre 🏥,false,3,162800,246,816600,2022-10-19T10:59:26.000000+0000,Public
"",ceritadompetkulit,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",ceritapukuldua,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",chariarcecarmona,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",charlesrojas14,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",chdndnsnsnsnn,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",chiclososboo,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6643672165836046338,chillingbosssw,heedzeed,instagram ⬇️,false,651,173100,1214,16900000,2019-01-07T08:41:06.000000+0000,Public
"",chimnonliadan,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7350222357698462726,chubbydental,Doktergigi,📍Surabaya Location 👇🏻 https://linktr.ee/Chubbydental.id,false,2,4,2,18,2024-03-25T08:56:42.000000+0000,Public
7355883322545685510,cisseibouraahima100,dokter,226 67952069,false,5892,2065,19,223,2024-04-09T15:04:08.000000+0000,Public
"",citraaceh2,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",cj.clint.l..sajul,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",clarin_hayes,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7185788292134388763,coach_anton,coach Anton,"",false,1,0,4,7,2023-01-07T06:08:33.000000+0000,Public
"",coach_bimo,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6770088118639019010,coach_rendy,CR,COACH PPOP DKI JAKARTA COACH INDONESIA ASG 2024 INTERNASIONAL PENCAK SILAT COACH CERTIFICATE LICENSE IG : Rendy Kurnia Hendrawan,false,342,1441,103,26500,2019-12-14T00:39:34.000000+0000,Public
"",cowboy24662,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",crub_x,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",curhat_psikolog,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",dailydidi26,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6619176333971931138,dailyeffect.storevn,Daily Skincare,★ TIKTOK MALL CHÍNH HÃNG ★,false,2,604100,148,7600000,2018-11-02T08:24:46.000000+0000,Public
"",dakotawild111,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
6905221471992857602,damessa.dentalclinic,Damessa Dental Clinic,Konsultasikan dengan Dokter Gigi 🧑‍⚕️250+ Dentist 📍 23 Cabang di JABODETABEK,false,0,12400,594,198600,2020-12-12T04:25:59.000000+0000,Public
7177748060972729349,danteveteriner,Dante Veteriner 🐾,For collaborations / İşbirlikleri için : dr.dantecollab@gmail.com  ANKARA,false,3,1300000,701,43900000,2022-12-16T14:08:21.000000+0000,Public
7321536239931737093,darrel.jaket.kulit2,darrel.jaket.kulit2,"",false,93,4083,4,137,2024-01-08T01:39:55.000000+0000,Public
7186561186317976603,davienaskincare.haiga,DAVIENASKINCAREJAWA,"""LEADER DAVIENA SKINCARE"" @HAIGA SOVIA  2026 open agen, reseller, affilite  coming soon series burgundy",false,87,731900,1811,8000000,2023-01-09T08:07:46.000000+0000,Public
"",defisitalori,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
"",delaaaamutbangettt,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7285112982001599494,deni_apt,Denire.🥰,"",false,10,183,1,8,2023-10-01T21:59:04.000000+0000,Public
6953019746334426113,denik_dokterhewan,Denik_DenoX,dokter hewan praktisi Wa 081232700368,false,1001,1200,261,1447,2021-04-19T23:47:42.000000+0000,Public
"",dennysantoso,"","",false,0,0,0,0,"",Gagal ditarik / Kemungkinan Private Ketat
7109333645131514906,denpasarveterinary,Dokter Hewan Denpasar,"",false,5,8,6,23,2022-06-15T05:25:28.000000+0000,Public
7628215874127086609,dentalcare_kediri,Dentalcare_Kediri,"drg. Resnawati, Sp.Ort & Team  | Dokter Gigi & Ortodonti  🕒 Senin–Jumat 09.00–20.30  📍Jl. Raya Tugurejo No. 34 ☎️082244846215 | 08121618232",false,6,54,37,271,2026-04-13T12:13:31.000000+0000,Public
6721318124316001286,dentaldigest,Dental Digest,@Fat Glob Toothpaste...Out NOW,false,692,9800000,497,225200000,2019-08-04T14:27:05.000000+0000,Public
6873051059876086785,dentalstudiobanjarmasin,Dokter Gigi Banjarmasin,DOKTER GIGI KELUARGA - Bersih - Steril - Terjadwal - Bunyamin Residence No.46 Banjarmasin,false,90,5521,171,3561,2020-09-16T11:48:22.000000+0000,Public
6708406933462320129,dermasterid,Dermaster Indonesia,No.1 Aesthetic Beauty Clinic in Indonesia 📞: 081198893620,false,3,414600,1572,3800000,2019-06-30T19:25:04.000000+0000,Public
