username,video_id,description,predicted_label,predicted_confidence,check_this,method,reviewed_at
doktermatahendra,7607044950831795474,"Mari kita jawab pertanyaan: Sakit nga operasi katarak? Yuk, kita dengar langsung testimoni dari pasa",health,1.0,False,manual_labeled,
dokter.harmonospanak,7627730393227103509,Memang sulit cari bakso yg asli daging sapi tanpa campuran daging ayam. Tentu rasanya lebih enak dan,not_health,1.0,False,manual_labeled,
giapratamamd,7590960824584244500,Visi Misi mencegah 1 Juta Serangan Jantung dan Stroke. Podcast Radityadika dan dr. Gia Pratama. part,health,1.0,False,manual_labeled,
roozzaak,7675204200330038548,#stitch dengan @MiMa ✨ #fyp #fypシ #DokterGemoy #edukasi,health,1.0,False,manual_labeled,
tirtacipeng,7640079564525292821,"Gula, buah dan diabetes",health,1.0,False,manual_labeled,
aymanalts,7645328115928927506,#stitch with 7642894501979098386,health,1.0,False,manual_labeled,
dokteramiraobgyn,7676869342478535954,Untuk para bunda vaksin hpv amannnnnnn bangettttt #anakbunda#vaksinhpv#gratis#fyppppp,health,1.0,False,manual_labeled,
aymanalts,7619068098124975368,#stitch with @Youtube: nul alexander 🦆🦧,health,1.0,False,manual_labeled,
dokteramiraobgyn,7607104264225279252,bercak butih dimulut rahim akan jd awal mula kanker cervix jika tidak diobati #dokterobgynpedalaman#,health,1.0,False,manual_labeled,
bidancynthia,7622708047315569940,Membalas @Hii'ItsNebyy🌱🐝 Semoga bisa lahir normal dipuskesmas 💪🏻🤲 #ibuhamil,not_health,1.0,False,manual_labeled,
dokter_ika,7670474460583038215,"Replying to @el🦭 Kalau udah ketagihan mau dilepas malah galau, padahal kalau ga dilepas buat perkara",health,1.0,False,manual_labeled,
dokter_ika,7677164207523122450,"Ini masih marak, hati-hati guys #belajarbersamadrika #Edukasidrika #jagakulitmu #StopHBberbahaya #st",health,1.0,False,manual_labeled,
bidancynthia,7667155748215934228,"Labil bgt mau KB 😁 Mama 31thn anak 1 ,sebelum 35thn minimal 2 anak lah biar ricy ada teman☺️",not_health,1.0,False,manual_labeled,
roozzaak,7633229775791836436,Membalas @mama tasya🩷 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
drkevinmak,7653383072821562632,"Jujur kesel sih kalau munculnya di dagu dan rahang mulu, makannya tambahin zinc setelah makan ya! #j",health,1.0,False,manual_labeled,
itsdoktermuda,7649712642419854612,"Nggak salah kok kalau mau nyari yang simpel dan minim efek samping. Tapi ayolah, kita naik kelas bar",health,1.0,False,manual_labeled,
roozzaak,7644016215249194261,Membalas @Mbunya Faren #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
tirtacipeng,7668469576149126420,Perjalanan hobi dan pola makan ko guntur sampe di level sekarang,health,1.0,False,manual_labeled,
dokter_ika,7665370348983995666,Beda ya #belajarbersamadrika #Edukasidrika #stoppenyalahgunaanobatkeras #StopMerkuri,health,1.0,False,manual_labeled,
roozzaak,7667011626612165908,Membalas @Moch. Lukman H #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
aliphildan,7641555795603295508,Saran model rambut yang bagus dong gais👇🏻,not_health,1.0,False,manual_labeled,
aliphildan,7675730369848560917,Satu2nya lomba yg bisa aku ikutin✨😛 #fakesituation⚠,not_health,1.0,False,manual_labeled,
roozzaak,7616182010670877972,Membalas @Erick_retno #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
aliphildan,7610897855192059143,"siapa sangka… @Ikhsanqthii, MD",not_health,1.0,False,manual_labeled,
dokter_ika,7613193577220279559,Warna kulit tidak bisa diubah!!! Kebanyakan orang Indonesia di Fitzpatrick 3-5 #belajarbersamadrika ,health,1.0,False,manual_labeled,
itsdoktermuda,7673025672243105025,"Ini yang diliat orang gangguan mata (Kalo kamu dokter, pengen ngonten tapi bingung mulainya, ebook “",health,1.0,False,manual_labeled,
dokter_ika,7609140680555842823,"“Aging Gracefully” Tidak menolak tua, tapi tampil menjadi versi terbaik disetiap fase kehidupan ❤️❤️",not_health,1.0,False,manual_labeled,
aliphildan,7630311915301899527,ya kaliiii 🙂‍↔️🐦 @Ayman Alatas,not_health,1.0,False,manual_labeled,
roozzaak,7597486848402803976,Membalas @malaikatpelindungmu1 #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,1.0,False,manual_labeled,
dokter.harmonospanak,7654722786321075477,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,not_health,1.0,False,manual_labeled,
roozzaak,7598035983233502471,Membalas @kimi #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,1.0,False,manual_labeled,
giapratamamd,7670400703298342164,Teman-teman akhirnya saya punya Channel Youtube sendiri. Akan ada 2 Podcast. - Podcast Family 1001 -,not_health,1.0,False,manual_labeled,
drrichardlee,7611035999073815828,Makanan timur tengah favorite kalian apa?,not_health,1.0,False,manual_labeled,
tirtacipeng,7598775185575103752,Sekali2 share ilmu bisnis,not_health,1.0,False,manual_labeled,
aymanalts,7616956071831194887,#stitch with @Doklip✨ | Alip Hildan,health,1.0,False,manual_labeled,
roozzaak,7610951836727528724,Membalas @depiii♈️✨ #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
aymanalts,7674216574852566290,Skincare ga bikin putih,health,1.0,False,manual_labeled,
drkevinmak,7592965634078641416,"Habis liburan, celana jadi sempit. Makan enak ✔️ Jam tidur berantakan ✔️ Perut sering begah ✔️ Berat",health,1.0,False,manual_labeled,
roozzaak,7633236254477339924,Membalas @Umy Chiqi Welcome to Gemoy Club Bu 🥰 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
ikhsanqthii,7642675418524388628,Selalu appreciate buat semua orangtua diluar sana,not_health,1.0,False,manual_labeled,
dokter_ika,7612496540749335815,Sering ditag tapi ga bisa buka videonya 😅 hati-hati ya guys penjual nakals masih eksis #belajarbersa,not_health,1.0,False,manual_labeled,
dokter_ika,7602409559315025160,Harus paham dengan kulitmu sendiri #belajarbersamadrika #edukasidokterika #Kulitsehatsenyamanitu,health,1.0,False,manual_labeled,
drrichardlee,7666411270253366549,org terdidik mana mungkin beli tidak di platform resmi _post by Admin.,not_health,1.0,False,manual_labeled,
aliphildan,7633267833064967442,Inilah jalan ninjaku✨💪🏻,not_health,1.0,False,manual_labeled,
roozzaak,7629894998724578581,Membalas @azrilalfaridzi5 #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
dokter_ika,7677416785607413000,Replying to @Fida Dwi 👍🏻 #belajarbersamadrika #Edukasidrika #jagakulitmu #penjualnakals,not_health,1.0,False,manual_labeled,
gelarsramdhani,7637485251354250504,"Salah satu nikmat yang harus disyukuri adalah nikmat panjang umur dengan kondisi badan sehat, dan sa",not_health,1.0,False,manual_labeled,
aymanalts,7667063576158375175,"Di mulut itu juga ada microbiome yah guys, konsepnya sama kaya skin microbiome yang sama2 butuh pera",health,1.0,False,manual_labeled,
dokter_ika,7638825055841045767,Ini tanda kulit berminyak #belajarbersamadrika #edukasidrika #jagakulitmu #drIkaJawab,health,1.0,False,manual_labeled,
aymanalts,7653025090493287687,"Jangan abaikan masalah gusi ya guys, karena berkembangnya secara progresif. kalau diabaikan sampai t",health,1.0,False,manual_labeled,
dokteramiraobgyn,7621033238714125575,pernah gak sih kalian sakali aja mikirin diri sendiri #pernahgaksekaliajamikirindirisendiri#fypage,health,1.0,False,manual_labeled,
roozzaak,7654110801141288213,Membalas @sgmygel #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
aymanalts,7653830795148184839,#stitch with 7653741400764239112,not_health,1.0,False,manual_labeled,
giapratamamd,7630301277271936277,"Adik-adik koas, para calon dokter masa depan, dan penerus pengabdi kemanusiaan. Ya Allah, Lembutkan ",health,1.0,False,manual_labeled,
ikhsanqthii,7614468379721600257,Ka Vidi… selamat jalan… terima kasih atas banyak nasihatnya walaupun pertemuan kita amat sangat sing,not_health,1.0,False,manual_labeled,
dokteramiraobgyn,7630080882933583122,siapa bumil yang suka minum boba#minumanboba#hatihatigulanya#bumilboba#fyp,health,1.0,False,manual_labeled,
dokternadiyah,7602982143794416916,Fungsi kolagen itu banyakDan penurunan produksinya ga nunggu tuaa 😰#edukasikesehatan #kolagen #tipss,health,1.0,False,manual_labeled,
drkevinmak,7680144333546294536,SHARE ke temen kamu yang suka bunyiin jari tangan dan kaki!! Jangan lupa juga tambahin vitamin D3k2 ,health,1.0,False,manual_labeled,
drkevinmak,7613022991672233224,Obat maag itu ada levelnya.” Antasida → netralisir asam. H2 blocker → tekan produksi asam. PPI → sto,health,1.0,False,manual_labeled,
dokter_ika,7605943070638591239,"Replying to @Secckaa Hati-hati guys, lebih kritis membeli suplemen apapun #belajarbersamadrika #eduk",health,1.0,False,manual_labeled,
ikhsanqthii,7592497092338273557,"Maafkan, klarifikasi dikit. Aku baru tau harga belalang mahallll kalo dijual (soalnya taunya dulu ti",not_health,1.0,False,manual_labeled,
drkevinmak,7621506046418259207,Beres lebaran kok malah gampang sakit? Padahal pas puasa lebih sehat… Biasanya karena pola makan & t,health,1.0,False,manual_labeled,
ikhsanqthii,7632354273455590673,DOKTER GANTENG KEMBALI PRAKTEK 🥸😎 #aamiin,not_health,1.0,False,manual_labeled,
aymanalts,7603924367990394120,Shift Jaga part 3 masih soal Dunia Forensik sama dr. Arfi Sp.FM,health,1.0,False,manual_labeled,
aymanalts,7662929712464809223,,not_health,1.0,False,manual_labeled,
itsdoktermuda,7625464713060650260,"Kenapa Ibu Harus Tetap Semangat Nyusuin 1. ASI itu imun pertama bayi Dari lahir, ASI sudah langsung ",health,1.0,False,manual_labeled,
ikhsanqthii,7591693699495496980,Demikian sekilas ingfo 🙏,health,1.0,False,manual_labeled,
doktermatahendra,7645369551399537927,Part 2 of 2: Kacamata (Mustahil) Patah!!! Selain kualitas gagangnya yang benar2 buat berdecak kagum ,not_health,1.0,False,manual_labeled,
bidancynthia,7666152486193122581,Masih menjadi bahan perdebatan 😩😩,health,1.0,False,manual_labeled,
dokter_ika,7662597381598350610,#belajarbersamadrika #Edukasidrika #PublicWarningBPOM #KosmetikIlegal #krimberbahaya,health,1.0,False,manual_labeled,
roozzaak,7646344846088637717,Membalas @Agustin #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
drrichardlee,7603603884602330388,jumat berkah!! tiap bulan uda habisin ratusan juta u bantu umkm.. semua dari dana pribadi dari usaha,not_health,1.0,False,manual_labeled,
roozzaak,7645653659178568980,Salah satu video saya yang tiba tiba ndak ada lagi ini padahal jumlah penonton udah sampe ratusan ri,health,1.0,False,manual_labeled,
bidancynthia,7666816114743102740,Sejak Jadi ibu hampir lupa istirahat tpi aku tetep ceriaaa🤪,not_health,1.0,False,manual_labeled,
dokter.harmonospanak,7612499035731004693,,not_health,1.0,False,manual_labeled,
wishdrboyke,7628570249188625671,Bahaya! Jangan biarkan area kewanitaan gatal & bau merusak momen percayamu di luar rumah! 🛑😱 ​Banyak,health,1.0,False,manual_labeled,
roozzaak,7609192130707213588,Membalas @leta putri_07 #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,1.0,False,manual_labeled,
itsdoktermuda,7646048742054825236,Masih ada yg suka nyekerr?? Vid ig @varida_sr,health,1.0,False,manual_labeled,
bidancynthia,7668406045580201237,Sehat kuat untuk bunda yang ada di fase ini 🫶🏻,health,1.0,False,manual_labeled,
itsdoktermuda,7664066637204688145,"Kita cuma bisa fokus ke hal2 yg bisa kita ubahh, sehat sehatt yaa temen2 semuaaa",health,1.0,False,manual_labeled,
aymanalts,7615923349625064711,#stitch with @GAK BOLE JADI JJ,not_health,1.0,False,manual_labeled,
drkevinmak,7672068645857660178,Kalau kamu udah minum vitamin apa aja selama menyusui? Komen ya ✅ #busui #vitamin #vitaminbusui #vit,health,1.0,False,manual_labeled,
dokter.harmonospanak,7671991383326199060,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google M,not_health,1.0,False,manual_labeled,
bidancynthia,7630695569995992341,"Bumil udah pada nyuci perlengkapan lahiran belum, jgn tunggu hamil gede keburu encok hmm #ibuhamil #",not_health,1.0,False,manual_labeled,
roozzaak,7638555756886773013,Membalas @Alesha_99 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
dokter_ika,7657783257244732680,Replying to @dd Konsultasikan dan dibantu dievaluasi ke @Dricha ya 👍🏻 #skincareanbersamadricha #kuli,not_health,1.0,False,manual_labeled,
tirtacipeng,7637888957690301717,Recap game liverpool selama aku di Inggris Menang vs palace Kalah vs manutd Imbang vs chelsea. Next ,not_health,1.0,False,manual_labeled,
drgfira,7638603443288001800,"Kalau kamu lagi di titik itu sekarang — titik dimana kamu hampir nyerah sama impian kamu sendiri, mu",not_health,1.0,False,manual_labeled,
giapratamamd,7591006210325777684,Jempol Copot Podcast Radityadika dan dr. Gia Pratama. part 6.,health,1.0,False,manual_labeled,
dokter_ika,7664430124204330248,Alasan kenapa Pemilihan Basic Skincare TEPAT mempengaruhi kesehatan kulit kamu 👍🏻 #belajarbersamadri,health,1.0,False,manual_labeled,
dokter_ika,7626168093676440850,Replying to @Elli similikity Fitzpatrick 3 keatas kulit lebih mudah menggelap #belajarbersamadrika #,health,1.0,False,manual_labeled,
roozzaak,7629532795748257045,Membalas @Boby best #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
roozzaak,7609192506256837908,Membalas @d #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,1.0,False,manual_labeled,
drkevinmak,7632299699579456776,"Jerawat di rahang nggak hilang-hilang? Sering muncul lagi di spot yang sama, ganggu banget ya. Bukan",health,1.0,False,manual_labeled,
tirtacipeng,7635391178925542676,Semoga kalian fans manchester city dan man utd bisa ada rejeki ke sini. Salam dari fans liverpool 👍,not_health,1.0,False,manual_labeled,
ikhsanqthii,7676004881324444949,"Hidup kadang kadang, kadang kidding",not_health,1.0,False,manual_labeled,
roozzaak,7651412520032308500,Membalas @AI ROSMAYA #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
jamilatussadiyah,7608090015968546068,Ibu hamil dan menyusui boleh puasa apa ngga? 🤰🏼❤️,health,1.0,False,manual_labeled,
dokter_ika,7601521325311560978,Replying to @shitie Krim toksik itu krim perawatan dengan menyalahgunakan obat steroid sebagai peraw,health,1.0,False,manual_labeled,
tirtacipeng,7660790677088865557,Lari bareng pembalap @jneparcel,not_health,1.0,False,manual_labeled,
roozzaak,7628019671672868116,Membalas @zizuww🦊 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,1.0,False,manual_labeled,
aliphildan,7604312609759726866,happy for u both 💍🌻 @Arrofi ramadhan @annsekar,not_health,1.0,False,manual_labeled,
aymanalts,7629587891261426951,#stitch with 7628414532771122445 19 tahun tinggal bareng Jidah dan masih akan terus sama jidah,not_health,1.0,False,manual_labeled,
dokter_ika,7607273785103879431,"Future Glow Series terbaru dari Dricha, eksklusif di akun @DRICHA Future Glow Bukan sekedar pelembab",health,1.0,False,manual_labeled,
aliphildan,7668942030248103175,"Jangan main2 yaa, selama helikopter masih berputar doklip fine2 ajaa🥰✨ #fakesituation⚠",not_health,1.0,False,manual_labeled,
aymanalts,7631052475927121170,Replying to @Muhammad.Faiz.Asshofi,not_health,1.0,False,manual_labeled,
aliphildan,7673001068409801991,"Kita lagi ngetes motoriknya kak ayman yaach✨🥹 #SaLiMan @Ayman Alatas @Ikhsanqthii, MD",not_health,1.0,False,manual_labeled,
dokter_ika,7597355452493548807,Replying to @Hi Jenong Kulit area mulut & lipatan cuping hidung lebih tipis dan reaktif #belajarbers,health,1.0,False,manual_labeled,
ikhsanqthii,7607423362800913685,"Apakah boleh makan makanan begituan ketika sahur? Ya boleh2 aje, cuman kalo gampang laper abis itu j",health,1.0,False,manual_labeled,
dokter_ika,7601773537317195026,Replying to @Wandi #belajarbersamadrika #edukasidokterika,health,1.0,False,manual_labeled,
tirtacipeng,7656639695815740692,Olahraga buat sehat dan bugar,health,1.0,False,manual_labeled,
wishdrboyke,7611379342324567303,"Habis buka puasa langsung ""gas pol"" atau nunggu nanti? 🌙 Jangan sampai salah pilih waktu ya. Sahabat",health,1.0,False,manual_labeled,
itsdoktermuda,7673477648869231889,"Bakteri baik ternyata penting banget buat imun kita Makin beragam bakteri baik di tubuh, makin bagus",health,1.0,False,manual_labeled,
dokter_ika,7598843950560234770,"Obat Steroid BUKAN untuk pemutih kulit, penggemuk badan!!! Berbahaya jika disalahgunakan #belajarber",health,1.0,False,manual_labeled,
itsdoktermuda,7594866604085710101,Aerofagia tuh kondisi saat kebanyakan udara ikut ketelen pas makan atau minum. Biasanya kejadian kal,health,1.0,False,manual_labeled,
dokteramiraobgyn,7596147054666091797,mama nangis2 karena temannya meninggal kena kanker cervix #dokterobgynpedalaman#papua#fyp,health,1.0,False,manual_labeled,
drrichardlee,7611416872050838804,NAH LOH!! SORE INI DOWNLOAD PASTI RIBUT!! BANYAK NAMA DISEBUT DISINI!?,not_health,1.0,False,manual_labeled,
dionharyadi,7609837772869750037,"Pola hidupmu yang buruk, kopi susu yang disalahkan 🥲",health,1.0,False,manual_labeled,
bidancynthia,7673126906581093652,Mana suaminya yang semvak nya bolong 😭,not_health,1.0,False,manual_labeled,
drgfira,7636382160429059346,Support system terbaik seumur hidupku🥹 #dentist #dentistlife,not_health,1.0,False,manual_labeled,
bidancynthia,7618812580735503637,"Ahirnya Naik Juga BB bumil mskipun sedikit ,tpi blm tau nih BBJ gemoy brpa soalnya blm USG lagi ,bum",not_health,1.0,False,manual_labeled,
drkevinmak,7610001813651164424,"Kepada Yth. Lambung, Dimohon kerjasamanya selama bulan puasa. 🙏 Jangan kaget. Jangan protes. Jangan ",health,1.0,False,manual_labeled,
dokter_ika,7613034913968803079,Enaknya punya temen tampang jutek 😅 #NoOverclaim #NoAbalAbal,not_health,1.0,False,manual_labeled,
giapratamamd,7596989150419488007,"Teman teman, rambut rontok itu sebenarnya normal, asal tidak berlebihan. Di kulit kepala kita rata r",health,1.0,False,manual_labeled,
aymanalts,7654897954385382664,#stitch,health,1.0,False,manual_labeled,
tirtacipeng,7594463416937385223,"Timbang sirahmu mumet, mending angkat beban wae mas. Terjemahan: daripada kepalamu pusing, mending a",not_health,1.0,False,manual_labeled,
roozzaak,7622985677805751572,Membalas @Mrs. Mora #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,1.0,False,manual_labeled,
ikhsanqthii,7634524355132706068,Yang suka lari terutama anak2 SMA atau yang masih muda kalo misalnya ada nyeri pada bagian ituan lan,health,1.0,False,manual_labeled,
drrichardlee,7599609316043132181,Kangen samsudin.. Gak ada dia gak rame..,not_health,1.0,False,manual_labeled,
drrichardlee,7671485278556654856,Ibu jaksa aja bingung 😅 Post by admin,not_health,1.0,False,manual_labeled,
tirtacipeng,7599253885399665938,Cek EKG sebelum ikut event itu Wajib! Bahs risiko serangan jantung saat olahraga intensitas sedang–b,health,1.0,False,manual_labeled,
gelarsramdhani,7638924358542478610,"Sebagai petugas kita harus siap setiap saat, apabila ada jemaah haji Indonesia yang membutuhkan bant",not_health,1.0,False,manual_labeled,
dokter_ika,7676694859733830919,"Basic Skincare juga punya syaratnya, tidak asal sabun, tidak asal moist dan tidak asal sunscreen.. #",health,1.0,False,manual_labeled,
giapratamamd,7651495883300687124,latian dulu sebelum sama ank sendiri.,not_health,1.0,False,manual_labeled,
dokteramiraobgyn,7637540746828008722,untuk para suami yang suka maksa istrinya lahir normal setelah secar #janganpaksaistri#bekassecar#fy,health,1.0,False,manual_labeled,
dokteramiraobgyn,7670567765916306696,bener kan mbak berat badanmu yang semakin naik pesat mnganggu hidupmu #turunkanberatbadan#demimasade,health,1.0,False,manual_labeled,
doktermatahendra,7606360797736111367,Seberapa Berbahaya Keratokonus? Keratokonus bisa jadi kata menakutkan — tapi jangan panik dulu. Ini ,health,1.0,False,manual_labeled,
drkevinmak,7603002638791134471,"Tahun 2026, tapi haid kamu masih telat-telat? Bukan karena kamu kurang usaha. Seringnya karena: • st",health,1.0,False,manual_labeled,
aymanalts,7608799489180110087,#stitch with @SurabayaTV,health,1.0,False,manual_labeled,
bidancynthia,7679061677563776276,"Ini yg aku lakuin buat annaku, Alhamdullillah ga rewel ,badannya anget aja #imunisasidpt2",health,1.0,False,manual_labeled,
drkevinmak,7622996546514062610,"Top 5 makanan yang diam-diam bisa bantu kurangi nyeri haid 👀 Bukan obat, tapi kalau kamu rutin konsu",health,1.0,False,manual_labeled,
doktermatahendra,7658245432966958344,"Apakah katarak bisa dicegah? Proses penuaan merupakan penyebab tersering katarak, sehingga seiring b",health,1.0,False,manual_labeled,
dokter_ika,7663854317073337618,Terima kasih buat semua yang bertemu hari ini ❤️❤️❤️ 🤗 #drichabestie #DrichaJakarta #belajarbersamad,not_health,1.0,False,manual_labeled,
dokter_ika,7618964946306714888,"Jadi kalau ada krim yang klaim bisa menghilangkan freckles permanen, harus lebih kritis.Kulit sehat ",health,1.0,False,manual_labeled,
ikhsanqthii,7667760710994365716,Bro lagu kita sudah masuk sanubari emak2 bro 🙏,not_health,1.0,False,manual_labeled,
gelarsramdhani,7635387537397206280,Pemeriksaan Kesehatan Rutin Jemaah Haji Kloter KJT 06 Kabupaten Majalengka Majalengka #haji #petugas,not_health,1.0,False,manual_labeled,
drkevinmak,7598911369731165448,Replying to @Rista Safitri K Jangan salah lagi minum probiotik ❌ Karena probiotik itu bukan asal min,health,1.0,False,manual_labeled,
gelarsramdhani,7657397788333985042,Membalas @chiwonk.rjm gigi bolong atau berlubang apakah harus segera ditambal?,health,1.0,False,manual_labeled,
dokternadiyah,7642710121990245653,"Sering merasa pusing dan gampang lelah saat hamil? Waspada, bisa jadi itu tanda an3mia! 🩸🤰Anemia pad",health,1.0,False,manual_labeled,
drkevinmak,7677970975778016520,Perut buncit jangan cuma dianggap masalah penampilan. Lemak di perut bisa berkaitan dengan penumpuka,health,1.0,False,manual_labeled,
jamilatussadiyah,7591889766669503764,Gelombang cinta adalah Cinta dan syukur yang paling dalam dari allah untuk bantu janin melihat dunia,health,1.0,False,manual_labeled,
aymanalts,7631378004677053703,,not_health,1.0,False,manual_labeled,
doktermatahendra,7673465162447342866,"Masih muda kok kena katarak? Memang, katarak paling sering terjadi pada usia lanjut sebagai bagian d",health,1.0,False,manual_labeled,
doktermatahendra,7679741529761516808,"“Seperti mendapat mukjizat… seperti mendapatkan hidup yang baru.” 🥰✨. Sebuah kalimat sederhana, teta",health,1.0,False,manual_labeled,
