username,video_id,description,predicted_label,predicted_confidence,actual_label,correct,method
ikhsanqthii,7664562741671202065,Saya siap turun mendengar aspirasi masyarakat 🙏,not_health,0.85,not_health,True,ollama_enhanced
ikhsanqthii,7610978814306356500,#stitch with @Jihan Baiq demikian sekilas ingfo 🙏 maap gangguannye banyak dalam mengedukasi kali ini,health,0.7,health,True,ollama_enhanced
ikhsanqthii,7666743705662999825,Replying to @Szaey demikian sekilas ingfo,health,0.8,health,True,ollama_enhanced
ikhsanqthii,7593571923716492561,Bawaanya mesti prduktif mulu… capek 😪,not_health,0.85,not_health,True,ollama_enhanced
ikhsanqthii,7600694364729347348,Jadi begitu ya guys.. Semoga penjelasan dari dr @Gagah Buana Putra MD Sp. 🫀 juga bisa meluruskan 👍 d,health,0.95,health,True,ollama_enhanced
ikhsanqthii,7608596282789186837,😒😒😒😌,not_health,0.0,not_health,True,no_caption_learned
ikhsanqthii,7644003826986454293,Tolong dipelajari karena kita gak tau kapan ini akan dipakaii 👍👍👍,health,0.85,health,True,ollama_enhanced
ikhsanqthii,7663709753767415060,Replying to @Zifana inilah alesan kenapa ngucek mata bisa bikin silinder 👍,not_health,0.95,health,False,ollama_enhanced
ikhsanqthii,7655632067161607425,Replying to @callmen002 klarifikesyen 🙏🙏🙏,health,0.8,not_health,False,ollama_enhanced
drrichardlee,7618213779058265362,DOWNLOAD 27: ISLAM CUMA SATU?! KENAPA BANYAK ALIRAN?! MANA YANG HARUS DI IKUTI?! Managed by Admin,not_health,0.95,not_health,True,ollama_enhanced
drrichardlee,7618082074196675858,"Menjelang berakhirnya Ramadhan, kami mengucapkan terima kasih kepada penonton setia Download yang se",not_health,0.95,not_health,True,ollama_enhanced
drrichardlee,7611416872050838804,NAH LOH!! SORE INI DOWNLOAD PASTI RIBUT!! BANYAK NAMA DISEBUT DISINI!?,not_health,0.95,not_health,True,ollama_enhanced
drrichardlee,7678539435155131669,"Semoga semua masalah ini segera berakhir dengan kebaikan, masih dalam rangka anniversarry @klinik_ke",not_health,0.95,not_health,True,ollama_enhanced
drrichardlee,7594035593504443668,❤️❤️,not_health,0.5,not_health,True,no_caption_learned
drrichardlee,7674614159316864277,"Nahan rindu demi Anniversary Athena ke-13. Jujur deg-degan karena biasanya suami yang live, tapi dem",not_health,0.95,not_health,True,ollama_enhanced
drrichardlee,7655290786564590868,"Tak bs berkata2, cm di indonesia beli bukan dplatform resmi bisa jadi pidana.. org yg beli barang pa",not_health,0.95,not_health,True,ollama_enhanced
drrichardlee,7613727670551022869,DOWNLOAD 15: DEMO ITU DOSA?! GOLONGAN INI DIHARAMKAN CIUM BAU SURGA?!,not_health,0.95,not_health,True,ollama_enhanced
drrichardlee,7671485278556654856,Ibu jaksa aja bingung 😅 Post by admin,not_health,0.95,not_health,True,ollama_enhanced
dr.ziee,7601024859497385234,Mungkin kamu nggak pernah kepikiran kalo hal sesimpel ini itu habit buruk yang bikin sakit. Tips aku,health,0.95,health,True,ollama_enhanced
dr.ziee,7674140945390079239,Coba ngetes pengetahuan beberapa orang soal plak gigi. Ternyata masih banyak yang ketuker antara pla,health,0.95,health,True,ollama_enhanced
dr.ziee,7673419551169711378,"Eksperimen ini memang bukan representasi langsung kondisi kulit manusia, tapi bisa jadi gambaran bah",health,0.95,health,True,ollama_enhanced
dr.ziee,7663440162407468296,#stitch with @Dr. Meenal | Dermatologist Azelaic acid itu salah satu ingredient yang menarik secara ,health,0.95,health,True,ollama_enhanced
dr.ziee,7679279638023130375,"Contekan singkat buat yang punya masalah-masalah diatas ini. Stretchmark, callus, ketiak gelap, dll ",health,0.95,health,True,ollama_enhanced
dr.ziee,7666037061480238343,Campuran sabun + pasta gigi + baking soda memang bisa membuat air flush lebih berbusa dan sedikit le,not_health,0.85,health,False,ollama_enhanced
dr.ziee,7618144227205123349,"Satu “misteri” yang dialamin sama banyak cewek Indonesia, tapi sebenernya ini bisa diatasin dan cara",not_health,0.85,health,False,ollama_enhanced
dr.ziee,7608477737392573704,"Kenapa niacinamide 10% di satu orang works banget, tapi di kamu biasa aja? Karena di atas 5%, efekny",health,0.95,health,True,ollama_enhanced
gelarsramdhani,7657397788333985042,Membalas @chiwonk.rjm gigi bolong atau berlubang apakah harus segera ditambal?,health,0.95,health,True,ollama_enhanced
gelarsramdhani,7635618975199628551,Tugas utama menjadi petugas haji Indonesia adalah melayani tamu Allah (jemaah haji) sekaligus mengha,not_health,0.95,not_health,True,ollama_enhanced
gelarsramdhani,7633324956398537991,Komunikasi efektif adalah komunikasi dua arah yang saling mengerti dan memahami. Agar benar-benar di,not_health,0.95,not_health,True,ollama_enhanced
gelarsramdhani,7638852306091560199,Ibadah haji adalah ibadah fisik. Dibutuhkan tubuh yang sehat dan kuat agar ibadah berjalan optimal. ,health,0.95,health,True,ollama_enhanced
gelarsramdhani,7636883288845552904,Jemaah Haji Kloter KJT 06 Majalengka Jawa Barat Telah Tiba di Mekkah #haji #mekkah #madinah #jemaahh,not_health,0.95,not_health,True,ollama_enhanced
gelarsramdhani,7663693779324374279,Membalas @majakuning sakit gigi bisa menyebabkan migrain sakit kepala?,health,0.95,health,True,ollama_enhanced
gelarsramdhani,7643209098141420818,Membantu memperbaiki koper jemaah haji Indonesia asal Majalengka yang rusak #haji #jemaahhaji #petug,not_health,0.95,not_health,True,ollama_enhanced
gelarsramdhani,7634948514191002888,"Kesehatan gigi dan mulut merupakan bagian penting yang tidak terpisahkan dari kesehatan secara umum,",health,0.95,health,True,ollama_enhanced
gelarsramdhani,7652319072784272647,Bagaimana cara menjadi dokter gigi? Dalam video ini saya menjelaskan jalur pendidikan yang perlu dit,not_health,0.85,health,False,ollama_enhanced
gelarsramdhani,7590592735845879048,"Terima kasih semuanya, panjang umur kebaikan #majalengka #aceh",not_health,0.95,not_health,True,ollama_enhanced
roozzaak,7614775004412218644,Membalas @Ifah Nurhalimah #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7612866950485560597,Membalas @Nila Faulis Nasa #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7616184783646821652,Membalas @NolasAR #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7599272308649348359,Membalas @iita✨ #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,0.95,health,True,ollama_enhanced
roozzaak,7614462994377870612,Membalas @RA_racingteam Zinc Lactate dari @Nutrisi Anak Indonesia adalah salah satu suplementasi yan,health,0.95,health,True,ollama_enhanced
roozzaak,7626904997007035669,Membalas @Nisa🦋 #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7651818203475086613,#stitch dengan @AMAT MEDAN YG LAGI VIRAL NAIK #fyp #fypシ #DokterGemoy #edukasi,health,0.95,health,True,ollama_enhanced
roozzaak,7669608732212382996,#stitch dengan @mom&dedek khanza #fyp #fypシ #DokterGemoy #edukasi,health,0.95,health,True,ollama_enhanced
roozzaak,7658084679702088980,Membalas @Mersyhanda Tidak boleh kalau kata orang orang jadul bu 🤣 #fyp #fypシ #DokterGemoy #edukasi ,health,0.95,health,True,ollama_enhanced
roozzaak,7608948619474963733,#stitch dengan @detik.com #fyp #fypシ #DokterGemoy #edukasi,health,0.95,health,True,ollama_enhanced
roozzaak,7608175036612054293,Membalas @Leogirlsss❤️ #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,0.95,health,True,ollama_enhanced
roozzaak,7608174639042284821,Membalas @keong racun🐌 #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,0.95,health,True,ollama_enhanced
roozzaak,7642281992431734037,Membalas @dewycaca966 #fyp #fypシ #DokterGemoy #vitaminD #vitamind3,health,0.85,health,True,ollama_enhanced
roozzaak,7601330037119323412,Membalas @Shinta #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,0.95,health,True,ollama_enhanced
roozzaak,7611350430005611797,Membalas @fitri mulia #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,0.95,health,True,ollama_enhanced
roozzaak,7622251444946750741,Membalas @Choirul #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7625826753960873237,Membalas @Febbi Sianiparr Pudan #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7613618111371087124,Membalas @Kina🐍 #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7664783195560267029,Membalas @Al haddad #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,0.95,health,True,ollama_enhanced
roozzaak,7598032844371332359,Membalas @loopy #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,0.95,health,True,ollama_enhanced
roozzaak,7663307510069103892,Membalas @firna｡.｡:∞♡*♥ #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7633231686901468437,Membalas @binor #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,0.95,health,True,ollama_enhanced
roozzaak,7650770358563392789,#CapCut Fighter Milenial Sini Kumpul 🤣🥹🔥,not_health,0.85,not_health,True,ollama_enhanced
roozzaak,7599887523099184404,Membalas @kepiting 🦀 #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,0.95,health,True,ollama_enhanced
roozzaak,7651828595115052309,Membalas @ayuwidyawati46 #fyp #fypシ #DokterGemoy #kassa #kasalidahbayi,health,0.85,health,True,ollama_enhanced
roozzaak,7679709947545914644,Membalas @♋chici🦀🌊 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,0.95,health,True,ollama_enhanced
roozzaak,7619176500042009877,Membalas @Nurjana #fyp #fypシ #DokterGemoy #cessa #transpulminbaby,health,0.95,health,True,ollama_enhanced
roozzaak,7637328883246845204,Membalas @Chii🍀 #fyp #fypシ #DokterGemoy #channamix #kapsulikangabus,health,0.85,health,True,ollama_enhanced
roozzaak,7651412520032308500,Membalas @AI ROSMAYA #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,0.95,health,True,ollama_enhanced
roozzaak,7608863221616856341,Membalas @Kapuchiri96 #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.85,health,True,ollama_enhanced
roozzaak,7622985677805751572,Membalas @Mrs. Mora #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7632920798059171093,Membalas @Gian zolla #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.85,health,True,ollama_enhanced
roozzaak,7617305669217193236,"Membalas @𝐡𝐚𝐥𝐥𝐨, 𝐢𝐧𝐢 𝐫𝐚𝐢𝐢 #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3",health,0.95,health,True,ollama_enhanced
roozzaak,7617677204171787540,Membalas @Adamsolehstore Vitamin D penting untun menunjang tumbuh kembang khususnya tinggi badan. Ja,health,0.95,health,True,ollama_enhanced
roozzaak,7647726693704027413,Membalas @Re•yna.NL #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7625830887032229140,Membalas @Nita kucing #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.85,health,True,ollama_enhanced
roozzaak,7607982697381776660,Membalas @syut #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.85,health,True,ollama_enhanced
roozzaak,7674411896811867412,#stitch dengan @Reyshaka Lipiyan Abizar #fyp #fypシ #DokterGemoy #edukasi,health,0.95,health,True,ollama_enhanced
roozzaak,7609192506256837908,Membalas @d #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,health,0.95,health,True,ollama_enhanced
roozzaak,7632120113466199316,Membalas @. #fyp #fypシ #DokterGemoy #calmingcream #calmingbabycream,health,0.85,health,True,ollama_enhanced
roozzaak,7625585341549858069,Membalas @Mama Ryu👶 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,0.95,health,True,ollama_enhanced
roozzaak,7617307053068995860,Membalas @Ika Septia #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,health,0.95,health,True,ollama_enhanced
roozzaak,7654110801141288213,Membalas @sgmygel #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,0.95,health,True,ollama_enhanced
roozzaak,7624868038810160405,Membalas @rarisanz #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,0.95,health,True,ollama_enhanced
roozzaak,7617311021363088660,Membalas @Imas setianingrum #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,0.95,health,True,ollama_enhanced
roozzaak,7638554704858893588,Membalas @yun93 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,health,0.95,health,True,ollama_enhanced
tirtacipeng,7613248769391332628,Siapa yg kalo nyuci ga kering trs bau penguukk? Pastikan deterjen kalian ada Indoor Drying Technolog,not_health,0.95,not_health,True,ollama_enhanced
tirtacipeng,7636396183501507860,Lari santai di Edinburgh pake @Gumi Sport,not_health,0.95,not_health,True,ollama_enhanced
tirtacipeng,7665742083717614869,"Hari ini tidak lari pagi, karena kerjaan dari pagi padat banget. Pulang kerja, otak capek, kita lamp",health,0.85,not_health,False,ollama_enhanced
tirtacipeng,7675924973638143252,Kegiatan bapak2 absurd nan gabut sebelum ke toko.,not_health,0.95,not_health,True,ollama_enhanced
tirtacipeng,7677460126520970516,Rutinitas latian bapak2 35 tahun. Gerakannya basic2 aja dan itu2 aja. yg penting konsisten.,health,0.85,not_health,False,ollama_enhanced
tirtacipeng,7595197312930958610,Kegiatan sore2 manusia ber-privilege 🫶🫶🫶 • • • • Nb: konten ini cuma guyonan belaka,not_health,0.95,not_health,True,ollama_enhanced
tirtacipeng,7627125250324647189,Mengenai reaksi alergi. Masih bersama dengan tirta klimis.,health,0.95,health,True,ollama_enhanced
tirtacipeng,7597372665162190098,El kecu! Siapa el kecu di tongkronganmu? Kalo di tempat saya itu @den_den,not_health,0.95,not_health,True,ollama_enhanced
tirtacipeng,7639350529004490005,Serba serbi boyoken,health,0.85,health,True,ollama_enhanced
tirtacipeng,7671553651021761813,Tonton video ini buat kalian yang rambutnya rusak. Joooss bonvie @Bonvie Haircare,not_health,0.95,health,False,ollama_enhanced
tirtacipeng,7674975122414931220,Harapan kami untuk bangsa ini.,not_health,0.85,not_health,True,ollama_enhanced
tirtacipeng,7656639695815740692,Olahraga buat sehat dan bugar,health,0.95,health,True,ollama_enhanced
tirtacipeng,7673783229266234645,#onthisday,not_health,0.85,health,False,ollama_enhanced
tirtacipeng,7643696595078368532,"Sekali2 ngajar di kelas 1 sd. Ini kebagian jadwal ngajarin hidup sehat, makan sehat dan olahraga ke ",health,0.95,not_health,False,ollama_enhanced
tirtacipeng,7610875899600325908,Celana compression 2in1 anti blister dari @Whittaker Official mereka juga baru launching tshirt runn,not_health,0.95,not_health,True,ollama_enhanced
tirtacipeng,7651880938359590165,Penjelasan superficial (singkat dan sekilas) soal penyakit autoimun.,health,0.95,health,True,ollama_enhanced
tirtacipeng,7637888957690301717,Recap game liverpool selama aku di Inggris Menang vs palace Kalah vs manutd Imbang vs chelsea. Next ,not_health,0.95,not_health,True,ollama_enhanced
tirtacipeng,7678524985136254229,Sinusitis,health,0.95,health,True,ollama_enhanced
tirtacipeng,7621398739583880469,"Cowok cowok yang kulitnya mbladus, tonton video ini!",not_health,0.95,health,False,ollama_enhanced
tirtacipeng,7644111837977513237,Martabax,health,0.85,health,True,ollama_enhanced
tirtacipeng,7624791252923469076,Brifieng kucing part sekian.,not_health,0.95,not_health,True,ollama_enhanced
tirtacipeng,7593608940236115207,"Fans liverpool tapi kerja di basecamp lawan, salut @Diskopantera",not_health,0.95,not_health,True,ollama_enhanced
aymanalts,7609598754357792018,"#stitch with @dr.arfiani.forensik jadi aku, Kak Arfi dan @dr. Aditya tuh sudah bersahabat lama bange",not_health,0.85,not_health,True,ollama_enhanced
aymanalts,7666387052602182919,#stitch with 7665686886597266706,not_health,0.85,not_health,True,ollama_enhanced
aymanalts,7667530387144330514,,not_health,0.0,not_health,True,no_caption_learned
aymanalts,7625948104398802183,#stitch with 7625421992526662919,not_health,0.85,health,False,ollama_enhanced
aymanalts,7619219704263068946,#stitch with @Ary A. | Hair & General Health,health,0.8,health,True,ollama_enhanced
aymanalts,7633683112114834696,Shift Jaga kali ini membahas apakah lari bikin cepat tua?,health,0.85,health,True,ollama_enhanced
aymanalts,7675388762720980242,#stitch with 7660836255466294535,not_health,0.85,not_health,True,ollama_enhanced
aymanalts,7596186717464546578,#stitch with @Lutviatunsukses,not_health,0.85,health,False,ollama_enhanced
aymanalts,7601464858688720135,#stitch with @Pantau diet daddy,health,0.8,health,True,ollama_enhanced
aymanalts,7668233839747140882,,not_health,0.0,not_health,True,no_caption_learned
aymanalts,7669803055637859602,,not_health,0.0,health,False,no_caption_learned
aymanalts,7678582860739005704,Replying to @𝓬𝓾𝓾𝓹𝓳𝓪𝔃,health,0.85,health,True,ollama_enhanced
aymanalts,7672575352924835090,,not_health,0.0,health,False,no_caption_learned
